Date,Open,High,Low,Close,Adj Close,Volume
2022-10-12,6125.000000,6125.000000,6025.000000,6075.000000,5612.840332,5408900
2022-10-13,6100.000000,6125.000000,6025.000000,6050.000000,5589.742676,7809000
2022-10-14,6075.000000,6100.000000,6050.000000,6050.000000,5589.742676,5931800
2022-10-17,6050.000000,6150.000000,6025.000000,6125.000000,5659.037109,10678400
2022-10-18,6150.000000,6175.000000,6100.000000,6175.000000,5705.232910,7913800
2022-10-19,6200.000000,6250.000000,6125.000000,6225.000000,5751.429199,12959800
2022-10-20,6225.000000,6350.000000,6200.000000,6350.000000,5866.919922,12801200
2022-10-21,6350.000000,6375.000000,6275.000000,6275.000000,5797.625488,7353500
2022-10-24,6300.000000,6350.000000,6275.000000,6300.000000,5820.723633,7061800
2022-10-25,6300.000000,6325.000000,6200.000000,6200.000000,5728.331055,11860800
2022-10-26,6275.000000,6350.000000,6225.000000,6325.000000,5843.821777,10509600
2022-10-27,6325.000000,6350.000000,6275.000000,6300.000000,5820.723633,8558700
2022-10-28,6350.000000,6375.000000,6300.000000,6375.000000,5890.018066,11249000
2022-10-31,6375.000000,6475.000000,6375.000000,6450.000000,5959.312500,15454700
2022-11-01,6450.000000,6475.000000,6350.000000,6450.000000,5959.312500,10859900
2022-11-02,6425.000000,6450.000000,6350.000000,6425.000000,5936.214355,8049600
2022-11-03,6400.000000,6425.000000,6325.000000,6375.000000,5890.018066,6507700
2022-11-04,6350.000000,6450.000000,6350.000000,6450.000000,5959.312500,8342600
2022-11-07,6450.000000,6500.000000,6375.000000,6500.000000,6005.508301,9420800
2022-11-08,6550.000000,6550.000000,6400.000000,6475.000000,5982.410645,4847400
2022-11-09,6475.000000,6550.000000,6425.000000,6550.000000,6051.704590,11459700
2022-11-10,6550.000000,6550.000000,6400.000000,6475.000000,5982.410645,6477700
2022-11-11,6500.000000,6500.000000,6375.000000,6400.000000,5913.115723,6379700
2022-11-14,6425.000000,6475.000000,6375.000000,6475.000000,5982.410645,3416300
2022-11-15,6475.000000,6500.000000,6400.000000,6500.000000,6005.508301,6211600
2022-11-16,6500.000000,6500.000000,6400.000000,6500.000000,6005.508301,5248500
2022-11-17,6500.000000,6525.000000,6450.000000,6525.000000,6028.606445,5720700
2022-11-18,6500.000000,6525.000000,6450.000000,6500.000000,6005.508301,3196400
2022-11-21,6500.000000,6550.000000,6475.000000,6525.000000,6028.606445,3922700
2022-11-22,6525.000000,6525.000000,6450.000000,6450.000000,5959.312500,4377700
2022-11-23,6475.000000,6500.000000,6400.000000,6450.000000,5959.312500,4470700
2022-11-24,6450.000000,6525.000000,6400.000000,6425.000000,5936.214355,3331400
2022-11-25,6400.000000,6425.000000,6300.000000,6325.000000,5843.821777,7401400
2022-11-28,6325.000000,6350.000000,6250.000000,6275.000000,5797.625488,7771700
2022-11-29,6275.000000,6375.000000,6275.000000,6325.000000,5843.821777,6442200
2022-11-30,6325.000000,6500.000000,6325.000000,6450.000000,5959.312500,27602900
2022-12-01,6550.000000,6700.000000,6525.000000,6675.000000,6167.195313,23432500
2022-12-02,6675.000000,6800.000000,6550.000000,6775.000000,6259.587891,18869100
2022-12-05,6775.000000,6775.000000,6675.000000,6775.000000,6259.587891,5681800
2022-12-06,6775.000000,6775.000000,6650.000000,6775.000000,6259.587891,10495400
2022-12-07,6750.000000,6850.000000,6725.000000,6850.000000,6328.881836,13883500
2022-12-08,6850.000000,6900.000000,6750.000000,6900.000000,6375.078613,12426900
2022-12-09,6875.000000,6950.000000,6825.000000,6925.000000,6398.176270,13036900
2022-12-12,6925.000000,7000.000000,6825.000000,6975.000000,6444.372559,11385900
2022-12-13,6975.000000,6975.000000,6850.000000,6925.000000,6398.176270,6947300
2022-12-14,6925.000000,7000.000000,6900.000000,6950.000000,6421.274414,8285900
2022-12-15,6950.000000,7000.000000,6900.000000,6975.000000,6444.372559,7323000
2022-12-16,6950.000000,7000.000000,6900.000000,6950.000000,6421.274414,18611800
2022-12-19,6950.000000,7000.000000,6850.000000,7000.000000,6467.470703,7004500
2022-12-20,6975.000000,6975.000000,6850.000000,6975.000000,6444.372559,4376800
2022-12-21,6975.000000,6975.000000,6850.000000,6900.000000,6375.078613,2354800
2022-12-22,6900.000000,6925.000000,6800.000000,6800.000000,6282.686035,3586200
2022-12-23,6800.000000,6875.000000,6750.000000,6825.000000,6305.783691,3652000
2022-12-26,6775.000000,6875.000000,6775.000000,6875.000000,6351.979980,1596500
2022-12-27,6875.000000,6900.000000,6800.000000,6800.000000,6282.686035,1878100
2022-12-28,6800.000000,6850.000000,6675.000000,6725.000000,6213.391113,5291600
2022-12-29,6700.000000,6800.000000,6700.000000,6800.000000,6282.686035,4037800
2022-12-30,6800.000000,6800.000000,6700.000000,6725.000000,6213.391113,3503600
2023-01-02,6725.000000,6825.000000,6725.000000,6775.000000,6259.587891,1627200
2023-01-03,6750.000000,6850.000000,6750.000000,6750.000000,6236.489746,3939000
2023-01-04,6750.000000,6925.000000,6750.000000,6850.000000,6328.881836,5506500
2023-01-05,6875.000000,6875.000000,6775.000000,6850.000000,6328.881836,7888600
2023-01-06,6850.000000,6950.000000,6725.000000,6950.000000,6421.274414,6807500
2023-01-09,6950.000000,7000.000000,6800.000000,6950.000000,6421.274414,6662300
2023-01-10,6900.000000,6900.000000,6600.000000,6675.000000,6167.195313,14808700
2023-01-11,6675.000000,6725.000000,6525.000000,6675.000000,6167.195313,8614300
2023-01-12,6675.000000,6700.000000,6600.000000,6625.000000,6120.999023,5670600
2023-01-13,6625.000000,6700.000000,6500.000000,6700.000000,6190.293457,10145600
2023-01-16,6675.000000,6725.000000,6625.000000,6700.000000,6190.293457,5525400
2023-01-17,6725.000000,6875.000000,6700.000000,6825.000000,6305.783691,10513800
2023-01-18,6825.000000,6950.000000,6800.000000,6950.000000,6421.274414,8657000
2023-01-19,6900.000000,6950.000000,6850.000000,6875.000000,6351.979980,5746900
2023-01-20,6875.000000,6900.000000,6775.000000,6875.000000,6351.979980,8859000
2023-01-24,6875.000000,6925.000000,6825.000000,6925.000000,6398.176270,2858200
2023-01-25,6925.000000,6950.000000,6800.000000,6800.000000,6282.686035,4065400
2023-01-26,6800.000000,6850.000000,6700.000000,6700.000000,6190.293457,7859300
2023-01-27,6700.000000,6775.000000,6675.000000,6700.000000,6190.293457,11380600
2023-01-30,6700.000000,6800.000000,6675.000000,6800.000000,6282.686035,4366900
2023-01-31,6800.000000,6850.000000,6650.000000,6725.000000,6213.391113,13151600
2023-02-01,6700.000000,6725.000000,6625.000000,6650.000000,6144.097168,6670400
2023-02-02,6650.000000,6675.000000,6575.000000,6600.000000,6097.900879,12490700
2023-02-03,6625.000000,6725.000000,6600.000000,6700.000000,6190.293457,7031300
2023-02-06,6700.000000,6725.000000,6600.000000,6675.000000,6167.195313,5734700
2023-02-07,6675.000000,6700.000000,6625.000000,6675.000000,6167.195313,3099300
2023-02-08,6700.000000,6800.000000,6675.000000,6800.000000,6282.686035,6700000
2023-02-09,6800.000000,6825.000000,6750.000000,6775.000000,6259.587891,4626300
