Date,Open,High,Low,Close,Adj Close,Volume
2024-05-13,6175.000000,6175.000000,6025.000000,6100.000000,5837.306152,10170800
2024-05-14,6125.000000,6175.000000,6075.000000,6175.000000,5909.076660,7383800
2024-05-15,6150.000000,6175.000000,6050.000000,6100.000000,5837.306152,7161400
2024-05-16,6100.000000,6175.000000,6100.000000,6150.000000,5885.153320,8487800
2024-05-17,6150.000000,6200.000000,6100.000000,6150.000000,5885.153320,6993300
2024-05-20,6150.000000,6250.000000,6150.000000,6225.000000,5956.923340,6498900
2024-05-21,6225.000000,6225.000000,6100.000000,6150.000000,5885.153320,9376200
2024-05-22,6150.000000,6175.000000,6100.000000,6150.000000,5885.153320,3596200
2024-05-27,6150.000000,6175.000000,6025.000000,6125.000000,5861.229492,9550900
2024-05-28,6125.000000,6175.000000,6075.000000,6125.000000,5861.229492,5510700
2024-05-29,6100.000000,6125.000000,6050.000000,6125.000000,5861.229492,8131100
2024-05-30,6125.000000,6125.000000,6025.000000,6050.000000,5789.459473,9246200
2024-05-31,6075.000000,6100.000000,5875.000000,5875.000000,5621.996094,30407000
2024-06-03,5900.000000,6050.000000,5900.000000,6050.000000,5789.459473,11655600
2024-06-04,6050.000000,6150.000000,6025.000000,6100.000000,5837.306152,6440500
2024-06-05,6150.000000,6200.000000,6100.000000,6125.000000,5861.229492,4633000
2024-06-06,6175.000000,6200.000000,6125.000000,6200.000000,5933.000000,5444400
2024-06-07,6200.000000,6250.000000,6150.000000,6200.000000,5933.000000,3728000
